Timestamp(ms),M_x(µT),M_y(µT),M_z(µT),M(µT)
28935,6.533,10.880,20.400,24.025
28947,6.667,10.853,20.280,23.948
28959,6.587,11.000,20.427,24.117
28970,6.600,10.840,20.573,24.173
28982,6.693,10.787,20.413,24.039
28994,6.613,10.853,20.240,23.900
29006,6.520,10.773,20.413,23.985
29040,6.653,10.853,20.293,23.956
29051,6.587,10.933,20.280,23.962
29063,6.480,10.867,20.373,23.982
29075,6.707,10.853,20.413,24.072
29087,6.760,10.800,20.440,24.086
29098,6.680,10.947,20.347,24.051
29110,6.480,10.893,20.333,23.960
29122,6.507,10.907,20.547,24.155
29134,6.667,10.853,20.413,24.061
29146,6.667,10.840,20.333,23.987
29157,6.680,10.893,20.387,24.060
29169,6.560,10.800,20.440,24.031
29181,6.640,10.880,20.360,24.021
29193,6.613,10.960,20.227,23.937
29227,6.707,10.880,20.387,24.062
29238,6.533,10.907,20.373,24.015
29250,6.667,10.920,20.267,23.967
29262,6.587,10.787,20.467,24.055
29274,6.707,10.747,20.400,24.013
29285,6.653,10.880,20.427,24.081
29297,6.547,10.773,20.333,23.924
29309,6.427,10.880,20.400,23.997
29321,6.507,10.893,20.467,24.081
29333,6.560,10.893,20.493,24.118
29344,6.600,10.960,20.400,24.080
29356,6.640,10.893,20.533,24.174
29368,6.667,10.933,20.427,24.109
29380,6.627,10.853,20.480,24.107
29414,6.427,10.853,20.333,23.928
29425,6.520,10.867,20.507,24.106
29437,6.640,10.880,20.413,24.066
29449,6.493,10.813,20.360,23.950
29461,6.747,10.853,20.467,24.129
29472,6.707,10.787,20.480,24.099
29484,6.640,10.867,20.373,24.026
29496,6.333,10.893,20.480,24.046
29508,6.413,10.907,20.693,24.255
29520,6.587,10.907,20.520,24.154
29531,6.493,10.893,20.627,24.213
29543,6.427,11.040,20.560,24.205
29555,6.467,10.760,20.667,24.181
29567,6.640,10.800,20.373,23.996
29578,6.613,10.933,20.413,24.083
29612,6.560,10.840,20.467,24.071
29624,6.547,11.120,20.600,24.308
29636,6.493,10.947,20.507,24.135
29648,6.587,10.747,20.440,24.014
29659,6.373,10.733,20.653,24.133
29671,6.560,10.853,20.533,24.134
29683,6.507,10.880,20.333,23.962
29695,6.347,10.973,20.453,24.063
29706,6.533,10.840,20.533,24.121
29718,6.653,10.827,20.587,24.193
29730,6.587,10.853,20.467,24.085
29742,6.640,10.907,20.387,24.055
29754,6.667,10.960,20.573,24.245
29765,6.413,10.907,20.627,24.198
29799,6.520,10.920,20.307,23.961
29811,6.600,10.947,20.427,24.096
29823,6.587,10.880,20.493,24.119
29835,6.573,10.933,20.400,24.060
29846,6.533,10.907,20.440,24.071
29858,6.667,10.773,20.533,24.127
29870,6.653,10.800,20.520,24.124
29882,6.507,10.840,20.347,23.955
29893,6.387,10.893,20.507,24.083
29905,6.453,10.920,20.533,24.135
29917,6.733,10.920,20.427,24.121
29929,6.533,10.960,20.440,24.096
29941,6.587,10.920,20.573,24.205
29952,6.547,10.907,20.560,24.177
29964,6.560,10.907,20.533,24.158
29998,6.573,11.040,20.493,24.188
30010,6.520,10.853,20.573,24.157
30022,6.573,10.800,20.533,24.114
30033,6.480,10.827,20.360,23.953
30045,6.320,10.827,20.453,23.990
30057,6.573,10.880,20.427,24.059
30069,6.533,10.840,20.467,24.064
30080,6.640,10.880,20.387,24.043
30092,6.400,10.880,20.507,24.080
30104,6.493,10.853,20.413,24.014
30116,6.600,10.973,20.453,24.131
30127,6.520,10.747,20.240,23.826
30139,6.533,10.813,20.333,23.939
30151,6.560,10.800,20.507,24.087
30185,6.573,10.893,20.253,23.918
30197,6.680,10.800,20.373,24.007
30209,6.573,10.773,20.480,24.056
30220,6.680,10.760,20.480,24.080
30232,6.613,10.813,20.440,24.051
30244,6.547,10.920,20.480,24.115
30256,6.493,10.853,20.533,24.116
30267,6.320,10.987,20.653,24.232
30279,6.373,10.880,20.320,23.914
30291,6.453,10.907,20.387,24.005
30303,6.467,10.800,20.520,24.073
30314,6.627,10.907,20.467,24.120
30326,6.480,10.893,20.293,23.926
30338,6.533,10.853,20.440,24.047
30372,6.640,10.840,20.453,24.082
30384,6.560,11.107,20.253,24.012
30396,6.480,10.853,20.427,24.022
30407,6.520,10.867,20.573,24.163
30419,6.560,10.800,20.400,23.997
30431,6.600,10.920,20.387,24.050
30443,6.507,10.893,20.387,24.013
30454,6.333,10.813,20.440,23.976
30466,6.507,10.827,20.373,23.971
30478,6.427,10.933,20.440,24.055
30490,6.587,10.840,20.467,24.079
30501,6.520,10.920,20.293,23.949
30513,6.600,10.893,20.347,24.004
30525,6.453,10.880,20.453,24.049
30537,6.467,10.840,20.587,24.148
30571,6.613,11.067,20.413,24.144
30582,6.520,10.880,20.293,23.931
30594,6.467,10.827,20.480,24.051
30606,6.507,10.720,20.493,24.026
30618,6.560,10.947,20.453,24.108
30630,6.640,10.840,20.387,24.025
30641,6.613,10.880,20.560,24.183
30653,6.520,10.853,20.520,24.112
30665,6.533,10.960,20.413,24.073
30677,6.493,10.867,20.440,24.042
30688,6.560,10.840,20.560,24.151
30700,6.627,10.907,20.467,24.120
30712,6.680,11.080,20.373,24.134
30724,6.520,10.907,20.307,23.955
30758,6.707,10.933,20.373,24.075
30769,6.627,10.933,20.333,24.019
30781,6.600,10.853,20.440,24.066
30793,6.587,10.920,20.560,24.194
30805,6.693,10.720,20.573,24.145
30817,6.627,10.733,20.400,23.985
30828,6.613,10.947,20.387,24.066
30840,6.627,10.893,20.480,24.125
30852,6.787,10.867,20.480,24.157
30864,6.600,10.773,20.480,24.064
30875,6.547,11.013,20.333,24.033
30887,6.613,10.880,20.427,24.070
30899,6.747,10.893,20.373,24.068
30911,6.653,10.880,20.440,24.092
30945,6.480,10.920,20.507,24.120
30956,6.680,10.933,20.440,24.124
30968,6.560,10.880,20.413,24.044
30980,6.573,10.867,20.400,24.030
30992,6.720,10.693,20.493,24.072
31003,6.653,10.867,20.467,24.109
31015,6.653,10.960,20.293,24.004
31027,6.453,10.987,20.453,24.098
31039,6.507,10.907,20.507,24.121
31051,6.773,10.947,20.467,24.178
31062,6.733,10.760,20.293,23.936
31074,6.613,10.800,20.307,23.932
31086,6.600,10.787,20.400,24.002
31098,6.560,10.880,20.413,24.044
31109,6.667,10.893,20.333,24.012
31143,6.587,10.907,20.360,24.018
31155,6.533,11.080,20.573,24.263
31167,6.587,11.080,20.427,24.154
31179,6.587,10.933,20.480,24.132
31190,6.800,10.773,20.600,24.221
31202,6.627,10.933,20.413,24.086
31214,6.733,10.880,20.307,24.002
31226,6.613,10.813,20.453,24.062
31238,6.627,10.880,20.467,24.108
31249,6.733,10.973,20.480,24.191
31261,6.747,10.867,20.267,23.965
31273,6.720,10.907,20.333,24.032
31285,6.693,11.027,20.400,24.136
31296,6.693,10.907,20.320,24.014
31330,6.773,10.947,20.280,24.021
31342,6.707,11.027,20.267,24.027
31354,6.747,10.880,20.427,24.107
31366,6.827,10.827,20.333,24.026
31377,6.813,10.800,20.373,24.044
31389,6.760,10.893,20.427,24.117
31401,6.653,10.987,20.427,24.129
31413,6.587,10.827,20.320,23.948
31425,6.653,10.867,20.493,24.131
31436,6.720,10.893,20.387,24.072
31448,6.773,10.960,20.400,24.128
31460,6.747,10.973,20.240,23.991
31472,6.733,10.880,20.440,24.114
31483,6.720,10.907,20.453,24.134
31517,6.600,11.080,20.293,24.045
31529,6.653,10.973,20.387,24.089
31541,6.533,10.867,20.373,23.997
31553,6.627,11.000,20.373,24.083
31564,6.640,10.853,20.333,23.986
31576,6.520,10.947,20.400,24.052
31588,6.547,10.960,20.413,24.077
31600,6.573,10.760,20.400,23.982
31611,6.480,10.933,20.320,23.967
31623,6.413,10.880,20.467,24.050
31635,6.573,10.853,20.440,24.058
31647,6.613,10.867,20.360,24.007
31659,6.587,10.960,20.400,24.076
31670,6.507,10.893,20.520,24.126
31682,6.600,10.893,20.347,24.004
31716,6.547,10.920,20.427,24.070
31728,6.507,10.867,20.453,24.057
31740,6.627,10.787,20.467,24.066
31751,6.613,10.840,20.387,24.018
31763,6.547,10.960,20.453,24.111
31775,6.547,10.893,20.413,24.046
31787,6.667,10.907,20.560,24.210
31798,6.480,10.973,20.533,24.167
31810,6.440,10.987,20.547,24.173
31822,6.560,11.000,20.547,24.212
31834,6.627,11.027,20.613,24.298
31846,6.600,11.000,20.507,24.188
31857,6.453,10.920,20.507,24.113
31869,6.533,10.973,20.493,24.147
31903,6.547,10.840,20.373,23.988
31915,6.587,11.027,20.253,23.983
31927,6.453,10.853,20.453,24.037
31938,6.733,10.800,20.480,24.112
31950,6.640,10.853,20.387,24.031
31962,6.467,10.787,20.373,23.942
31974,6.493,10.867,20.627,24.201
31985,6.547,10.893,20.400,24.035
31997,6.427,10.787,20.347,23.909
32009,6.627,10.893,20.373,24.034
32021,6.507,10.893,20.520,24.126
32032,6.640,10.880,20.400,24.055
32044,6.667,10.827,20.267,23.925
32056,6.613,10.853,20.400,24.035
32068,6.533,10.840,20.453,24.053
32102,6.453,10.920,20.227,23.875
32114,6.360,11.080,20.360,24.036
32125,6.413,10.773,20.453,23.990
32137,6.573,10.960,20.533,24.186
32149,6.440,10.787,20.360,23.924
32161,6.373,10.987,20.520,24.133
32172,6.360,10.840,20.440,23.995
32184,6.373,10.920,20.533,24.114
32196,6.453,10.840,20.440,24.020
32208,6.533,10.827,20.413,24.013
32219,6.427,10.760,20.440,23.977
32231,6.400,10.907,20.413,24.013
32243,6.507,10.960,20.400,24.054
32255,6.413,10.907,20.360,23.971
32289,6.427,11.000,20.533,24.164
32301,6.480,10.960,20.467,24.104
32312,6.480,10.853,20.560,24.135
32324,6.507,10.933,20.480,24.110
32336,6.507,10.893,20.507,24.115
32348,6.547,10.987,20.307,23.998
32359,6.427,10.893,20.360,23.969
32371,6.307,10.773,20.507,24.008
32383,6.573,10.853,20.547,24.149
32395,6.587,10.920,20.400,24.058
32406,6.627,10.760,20.440,24.031
32418,6.467,10.787,20.667,24.193
32430,6.547,10.867,20.347,23.978
32442,6.493,10.907,20.467,24.083
32476,6.440,10.893,20.453,24.052
32488,6.547,10.880,20.493,24.108
32499,6.400,10.960,20.333,23.969
32511,6.533,10.933,20.493,24.129
32523,6.587,10.773,20.520,24.094
32535,6.480,10.907,20.560,24.159
32546,6.533,10.907,20.400,24.037
32558,6.373,10.933,20.400,24.007
32570,6.440,10.840,20.480,24.050
32582,6.507,10.840,20.427,24.023
32593,6.453,10.933,20.507,24.119
32605,6.493,10.907,20.493,24.106
32617,6.467,11.013,20.640,24.272
32629,6.427,10.920,20.480,24.083
32641,6.293,11.013,20.520,24.124
32674,6.307,10.880,20.467,24.022
32686,6.493,11.000,20.347,24.024
32698,6.093,10.960,20.347,23.901
32710,6.320,10.813,20.547,24.063
32722,6.373,10.680,20.613,24.075
32733,6.400,10.813,20.413,23.971
32745,6.240,10.893,20.373,23.931
32757,6.147,10.947,20.533,24.067
32769,6.293,11.013,20.573,24.169
32780,6.160,11.067,20.427,24.035
32792,6.120,11.013,20.373,23.955
32804,6.147,11.053,20.507,24.093
32816,5.920,11.080,20.400,23.958
32827,6.027,11.027,20.333,23.903
32861,5.920,11.080,20.440,23.992
32873,6.040,11.187,20.280,23.935
32885,6.067,11.093,20.360,23.967
32897,6.013,11.147,20.307,23.933
32908,6.053,10.947,20.520,24.032
32920,6.107,11.067,20.507,24.089
32932,5.987,11.107,20.493,24.066
32944,5.973,11.133,20.360,23.962
32956,5.773,11.173,20.533,24.079
32967,6.120,11.147,20.507,24.129
32979,6.053,11.253,20.360,24.038
32991,5.907,11.173,20.347,23.952
33003,6.067,11.173,20.360,24.004
33014,6.240,11.253,20.373,24.097
33026,6.093,11.187,20.453,24.096
33060,6.040,11.213,20.493,24.129
33072,6.240,11.333,20.293,24.067
33084,6.053,11.173,20.320,23.966
33095,6.080,11.200,20.360,24.019
33107,5.973,11.147,20.360,23.968
33119,6.080,11.253,20.440,24.112
33131,6.027,11.267,20.307,23.992
33143,5.920,11.293,20.320,23.989
33154,5.987,11.280,20.400,24.067
33166,6.013,11.360,20.307,24.033
33178,5.987,11.373,20.160,23.909
33190,5.880,11.640,20.080,23.943
33201,5.893,11.613,20.053,23.911
33213,6.027,11.693,20.027,23.961
33247,5.973,11.827,20.013,24.002
33259,5.760,11.707,20.040,23.913
33271,5.773,11.653,20.187,24.013
33282,5.667,11.747,19.960,23.843
33294,5.640,11.667,20.147,23.954
33306,5.587,11.760,20.067,23.920
33318,5.667,11.720,20.200,24.031
33330,5.467,11.853,20.080,23.950
33341,5.587,11.813,19.920,23.824
33353,5.467,11.787,20.080,23.917
33365,5.653,11.827,20.120,24.013
33377,5.427,11.893,19.960,23.860
33388,5.520,11.907,20.053,23.966
33400,5.240,12.053,20.013,23.943
33434,5.187,12.347,19.707,23.826
33446,5.080,12.427,19.680,23.823
33458,5.067,12.520,19.640,23.836
33469,5.027,12.813,19.560,23.917
33481,5.053,12.680,19.400,23.721
33493,5.173,12.907,19.413,23.879
33505,5.467,12.800,19.453,23.920
33517,5.693,13.080,19.173,23.898
33528,6.627,13.000,18.973,23.935
33540,7.520,12.907,18.907,24.096
33552,8.520,12.680,18.960,24.349
33564,10.027,12.627,18.613,24.626
33575,11.307,12.413,18.213,24.772
33587,12.840,12.293,18.040,25.327
33621,15.547,11.533,17.333,25.984
33633,16.880,10.880,16.960,26.286
33645,18.040,10.120,16.640,26.547
33656,19.173,9.520,16.027,26.741
33668,20.240,8.333,15.467,26.801
33680,20.893,7.400,14.933,26.726
33692,21.493,6.907,14.467,26.813
33704,21.373,6.547,14.187,26.475
33715,21.187,6.600,14.040,26.259
33727,20.853,6.867,14.213,26.154
33739,20.627,7.187,14.707,26.332
33751,20.653,7.400,15.133,26.652
33762,20.800,8.027,15.373,27.081
33774,20.960,8.987,15.187,27.399
33786,21.427,10.787,14.880,28.229
33820,22.013,15.280,14.320,30.383
33832,22.187,17.173,14.267,31.476
33843,22.213,18.973,14.360,32.552
33855,22.000,20.733,14.400,33.485
33867,21.880,22.067,14.427,34.261
33879,21.880,23.387,14.640,35.214
33890,22.120,24.333,14.773,36.051
33902,22.880,25.107,15.120,37.181
33914,23.533,25.693,15.587,38.169
33926,24.320,26.107,16.853,39.460
33938,25.307,26.533,18.880,41.242
33949,26.160,26.480,21.387,42.929
33961,27.013,25.867,24.160,44.525
33973,27.680,24.973,27.173,46.133
34007,29.227,22.787,32.840,49.517
34019,30.107,21.640,35.413,51.272
34030,30.533,20.347,37.653,52.574
34042,30.987,18.333,40.187,53.956
34054,31.427,16.213,42.333,55.160
34066,31.533,14.093,44.227,56.116
34078,31.240,11.920,45.720,56.642
34089,31.200,10.053,47.200,57.466
34101,31.307,8.413,48.387,58.242
34113,31.267,6.560,49.440,58.864
34125,31.093,4.773,50.707,59.672
34136,30.720,3.080,51.693,60.211
34148,30.347,1.360,52.627,60.765
34160,29.813,-0.147,53.413,61.171
34172,29.667,-1.933,54.267,61.877
34206,30.040,-5.920,55.747,63.601
34217,30.547,-8.080,56.080,64.369
34229,31.080,-11.173,56.213,65.198
34241,32.013,-14.627,56.213,66.323
34253,33.133,-18.107,55.920,67.474
34265,34.040,-21.173,55.293,68.296
34276,35.027,-23.827,55.187,69.571
34288,35.840,-26.413,55.253,70.958
34300,36.573,-27.920,55.280,71.924
34312,37.173,-29.333,55.440,72.910
34323,37.453,-30.600,55.347,73.501
34335,37.653,-31.973,55.453,74.264
34347,38.027,-33.053,55.667,75.082
34359,37.933,-34.013,55.440,75.296
34393,37.893,-36.347,54.720,75.837
34405,37.667,-36.627,54.547,75.734
34416,37.120,-36.600,54.480,75.402
34428,36.627,-37.027,54.013,75.033
34440,36.533,-37.813,53.773,75.207
34452,36.733,-38.320,53.533,75.390
34463,36.600,-39.053,53.413,75.616
34475,36.840,-39.773,53.013,75.826
34487,36.693,-40.200,52.627,75.710
34499,36.693,-40.240,52.280,75.491
34511,36.560,-40.587,51.387,74.997
34522,36.387,-41.120,50.747,74.767
34534,36.093,-41.373,50.360,74.502
34546,35.733,-41.093,50.440,74.228
34558,35.467,-40.467,50.827,74.019
34592,34.387,-39.707,51.173,73.333
34603,34.080,-39.760,50.920,73.042
34615,33.813,-39.947,50.733,72.890
34627,33.320,-40.067,50.800,72.775
34639,33.067,-40.427,50.347,72.543
34651,32.867,-40.427,50.293,72.415
34662,32.587,-40.373,50.253,72.231
34674,31.973,-40.560,49.867,71.792
34686,31.413,-40.653,49.827,71.569
34698,30.653,-40.773,49.413,71.020
34709,30.000,-41.027,49.467,70.923
34721,29.080,-41.027,49.480,70.549
34733,28.347,-40.533,49.573,70.029
34745,26.507,-38.747,49.427,68.168
34779,21.933,-38.200,48.760,65.710
34790,20.387,-39.840,47.507,65.267
34802,18.787,-39.067,47.067,63.988
34814,18.533,-37.547,47.507,63.326
34826,18.533,-37.067,48.067,63.465
34838,18.733,-36.307,48.307,63.266
34849,18.627,-35.653,48.600,63.088
34861,18.320,-34.893,48.947,62.841
34873,17.707,-34.280,49.000,62.367
34885,17.200,-33.680,49.200,62.055
34896,16.707,-33.267,48.973,61.516
34908,16.133,-33.160,48.867,61.219
34920,15.587,-33.387,48.733,61.095
34932,15.413,-34.000,48.813,61.452
34944,15.347,-34.213,48.813,61.553
34978,15.080,-34.667,49.040,61.920
34989,14.907,-34.200,49.480,61.969
35001,14.813,-34.027,49.720,62.043
35013,14.560,-33.947,50.053,62.207
35025,14.373,-33.867,50.440,62.432
35036,14.120,-33.707,50.747,62.536
35048,13.853,-33.467,51.267,62.771
35060,13.600,-33.493,51.627,63.024
35072,13.613,-33.787,52.040,63.522
35084,13.347,-33.893,52.213,63.664
35095,13.133,-33.960,52.120,63.579
35107,12.760,-34.120,52.160,63.621
35119,12.693,-34.080,52.133,63.565
35131,12.480,-33.853,52.560,63.752
35165,12.133,-33.507,53.320,64.132
35176,12.267,-33.240,53.813,64.430
35188,12.440,-32.920,54.453,64.836
35200,12.973,-31.893,55.213,65.069
35212,13.347,-31.120,55.560,65.065
35223,13.507,-30.320,55.867,64.983
35235,13.667,-29.800,56.093,64.971
35247,13.813,-29.267,56.320,64.956
35259,14.067,-28.933,56.920,65.383
35271,14.267,-28.933,57.240,65.705
35282,14.453,-29.067,56.840,65.457
35294,14.507,-28.813,56.893,65.403
35306,14.520,-28.747,56.800,65.295
35318,14.560,-28.720,56.840,65.327
35329,14.627,-29.093,57.400,65.993
35363,15.027,-30.120,58.147,67.187
35375,15.267,-30.453,58.413,67.621
35387,15.080,-30.627,57.973,67.278
35399,15.013,-30.467,57.787,67.029
35410,14.707,-30.280,57.787,66.876
35422,14.573,-30.267,57.760,66.818
35434,14.467,-30.547,57.747,66.911
35446,14.560,-31.267,57.880,67.377
35458,14.933,-32.533,58.027,68.180
35469,15.080,-33.133,58.573,68.964
35481,15.000,-33.027,58.333,68.692
35493,14.933,-32.573,58.387,68.506
